Date,Name,Year,Letterboxd URI,Rating
2026-05-02,Project Hail Mary,2026,https://boxd.it/pEeQ,5
2026-05-02,Nowhere,1997,https://boxd.it/286E,4.5
2026-05-06,The Drama,2026,https://boxd.it/OA2w,3.5
2026-05-06,The Florida Project,2017,https://boxd.it/dMG0,3
2026-05-08,Zabriskie Point,1970,https://boxd.it/25Yy,4
2026-05-08,The Shining,1980,https://boxd.it/29Nu,4
2026-05-08,Bridget Jones's Diary,2001,https://boxd.it/29WQ,2
2026-05-08,Hoppers,2026,https://boxd.it/OFpg,3.5
2026-05-08,Whisper of the Heart,1995,https://boxd.it/17uy,4
2026-05-08,Friday,1995,https://boxd.it/1VLO,5
2026-05-08,Next Friday,2000,https://boxd.it/1Wbi,4.5
2026-05-08,Friday After Next,2002,https://boxd.it/1Wie,4.5
2026-05-08,The Matrix Revolutions,2003,https://boxd.it/2a12,4
2026-05-08,The Matrix Reloaded,2003,https://boxd.it/2a1c,4
2026-05-08,While We Watched,2022,https://boxd.it/Cp0A,4
2026-05-08,Say Anything...,1989,https://boxd.it/27B2,4.5
2026-05-08,Face/Off,1997,https://boxd.it/29I0,4
2026-05-08,The Last Picture Show,1971,https://boxd.it/1weg,4
2026-05-08,The Sure Thing,1985,https://boxd.it/1Zqg,4
2026-05-08,Two People Exchanging Saliva,2024,https://boxd.it/PM3e,4
2026-05-08,The Matrix,1999,https://boxd.it/2a1m,4.5
2026-05-08,Little Things,2025,https://boxd.it/Yk5E,4.5
2026-05-08,La Haine,1995,https://boxd.it/2as8,4.5
2026-05-08,Donnie Darko,2001,https://boxd.it/2b2A,4.5
2026-05-08,Tees Maar Khan,2010,https://boxd.it/O5Y,4
2026-05-08,Yes Man,2008,https://boxd.it/1WPW,4.5
2026-05-08,Plus One,2019,https://boxd.it/inpo,4
2026-05-08,Emilie Muller,1993,https://boxd.it/ewEO,4
2026-05-08,Sorcerer,1977,https://boxd.it/14J6,4.5
2026-05-08,Main Tera Hero,2014,https://boxd.it/7OMs,3.5
2026-05-08,Joker,2019,https://boxd.it/h4cS,4
2026-05-08,Dishoom,2016,https://boxd.it/dKVW,3.5
2026-05-12,The Way Way Back,2013,https://boxd.it/4Gwq,5
2026-05-15,The Comfort of Strangers,1990,https://boxd.it/Ybs,3
2026-05-15,In the Cut,2003,https://boxd.it/1V12,4.5
2026-05-17,Senseless,1998,https://boxd.it/1RLg,3.5
2026-05-17,The Batman,2022,https://boxd.it/eDGs,5
2026-05-17,The Prestige,2006,https://boxd.it/293w,5
2026-05-18,Good Time,2017,https://boxd.it/fcFu,3.5
2026-05-18,Uncut Gems,2019,https://boxd.it/gXGc,3.5
2026-05-18,Buffalo '66,1998,https://boxd.it/1YC6,3
2026-05-18,John Tucker Must Die,2006,https://boxd.it/1Z2S,4
2026-05-18,Tough Guys,1986,https://boxd.it/1UNk,2.5
2026-05-18,Things to Come,2016,https://boxd.it/d0wc,2.5
2026-05-18,Entourage,2015,https://boxd.it/5Hki,3.5
2026-05-18,Do Deewane Seher Mein,2026,https://boxd.it/Lcb4,2
2026-05-18,American Made,2017,https://boxd.it/bb66,3
2026-05-18,Scenes from a Situationship,2025,https://boxd.it/ZCw6,2
2026-05-18,Burn After Reading,2008,https://boxd.it/23BW,1.5
2026-05-18,Bram Stoker's Dracula,1992,https://boxd.it/223a,5
2026-05-18,Bound,1996,https://boxd.it/1Z1g,2
2026-05-18,Chocolate: Deep Dark Secrets,2005,https://boxd.it/1DKS,1
2026-05-18,But I'm a Cheerleader,1999,https://boxd.it/1CW4,3
2026-05-18,Tu Yaa Main,2026,https://boxd.it/Txja,2
2026-05-18,Me & You,2012,https://boxd.it/3Xw6,2
2026-05-18,Remember Me,2010,https://boxd.it/1zyI,1.5
2026-05-18,The Graduate,1967,https://boxd.it/18Im,1.5
2026-05-18,Licorice Pizza,2021,https://boxd.it/qTKY,1
2026-05-18,Fish Tank,2009,https://boxd.it/1xBg,1.5
2026-05-18,Malena,2000,https://boxd.it/1Vc0,1
2026-05-18,Pixels,2015,https://boxd.it/7BaA,2.5
2026-05-18,Searching,2018,https://boxd.it/hDPg,0.5
2026-05-18,Punk Love,2006,https://boxd.it/2X5M,0.5
2026-05-18,Honey Don't!,2025,https://boxd.it/Hurc,1
2026-05-18,People We Meet on Vacation,2026,https://boxd.it/D8ME,1
2026-05-18,The Girl Next Door,2004,https://boxd.it/1VSq,3
2026-05-22,Heat,1995,https://boxd.it/2bg8,5
2026-05-23,Tom Clancy's Jack Ryan: Ghost War,2026,https://boxd.it/R7Ys,2
2026-05-23,Blue Velvet,1986,https://boxd.it/29BI,5
2026-05-29,Dog Day Afternoon,1975,https://boxd.it/29bg,5
2026-05-30,Berlin and the Lady with an Ermine,2026,https://boxd.it/13sBS,3.5
2026-05-30,Me and Earl and the Dying Girl,2015,https://boxd.it/9SAE,5
2026-05-30,Iron Lung,2026,https://boxd.it/GdtI,3
2026-05-30,Mortal Kombat II,2026,https://boxd.it/z6iO,1.5
2026-05-31,Stand by Me,1986,https://boxd.it/2aOe,5
2026-06-01,Riding in Cars with Boys,2001,https://boxd.it/1UF6,5
2026-06-01,Humanist Vampire Seeking Consenting Suicidal Person,2023,https://boxd.it/Blzk,4.5
2026-06-06,Obsession,2025,https://boxd.it/PNqo,5
2026-06-14,The Lovers on the Bridge,1991,https://boxd.it/26li,5
2026-06-22,Special Ops 1.5 The Himmat Story,2021,https://boxd.it/F8hA,3
2026-06-22,Taskaree: The Smuggler's Web,2026,https://boxd.it/10Aow,2.5
2026-06-22,Ruby Sparks,2012,https://boxd.it/3w9O,5
2026-06-22,Prisoners,2013,https://boxd.it/4E5i,3
2026-06-24,Rosetta,1999,https://boxd.it/1TJw,5
2026-06-24,There Will Be Blood,2007,https://boxd.it/20Z2,4
2026-06-24,Killers of the Flower Moon,2023,https://boxd.it/gHp0,2.5
2026-06-24,Insomnia,2002,https://boxd.it/2aB0,3.5
2026-06-26,Parasite,2019,https://boxd.it/hTha,1.5
2026-06-28,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,2.5
2026-06-30,Vertigo,1958,https://boxd.it/2apI,3
2026-07-03,Incendies,2010,https://boxd.it/Msm,5
2026-07-06,Ek Ruka Hua Faisla,1986,https://boxd.it/rje,4.5
2026-07-06,I'm Still Here,2024,https://boxd.it/BPEO,5
2026-07-07,Falcon Lake,2022,https://boxd.it/zHkW,5
2026-07-07,Into the Night,1985,https://boxd.it/1U5W,5
2026-07-10,"O Brother, Where Art Thou?",2000,https://boxd.it/2b3I,5
